iter	MultiClass	AUC:class=0	AUC:class=1	AUC:class=2	AUC:class=3	AUC:class=4	AUC:class=5	AUC:class=6
237	-0.3779609356	0.9098140408	0.7960385165	0.9919397779	0.9989296499	0.9737961792	0.9862880051	0.9964213105
238	-0.3778529731	0.9098017707	0.7960385078	0.9919561656	0.9989319166	0.9738304064	0.9863151874	0.9964190023
239	-0.3777232997	0.9098049141	0.7955430106	0.9919625649	0.9989285377	0.9737368139	0.9863382372	0.9964180837
240	-0.3774527332	0.9097431367	0.7956154415	0.9919981111	0.9989477637	0.9738300201	0.9863812097	0.9964070189
241	-0.3770126411	0.909562422	0.7955944164	0.9919878013	0.9989473598	0.973737596	0.9863773117	0.9964148496
242	-0.3769018188	0.9094929457	0.7955540624	0.9919874725	0.9989474888	0.97374577	0.986386174	0.9964036661
243	-0.3765381856	0.9096710854	0.795395277	0.9919888566	0.9989456669	0.9737573308	0.9863976047	0.9964233371
244	-0.3761757814	0.9096564664	0.7953948024	0.9920131147	0.998952654	0.9738076192	0.9864358192	0.9964285737
245	-0.3757628316	0.9097216479	0.7956697073	0.9920125438	0.9989598365	0.9738281643	0.9864030397	0.9964315482
246	-0.3751805287	0.9098223598	0.7958227303	0.9920145406	0.9989633096	0.9738477421	0.9864292302	0.9964444557
247	-0.3747395628	0.9099462858	0.79620528	0.992065315	0.998973549	0.9739126451	0.9865582552	0.9964554651
248	-0.3745253528	0.9100980185	0.7965745773	0.9920622194	0.9989732176	0.9740782427	0.9865137453	0.9964622641
249	-0.3741336507	0.9101507006	0.7960214524	0.992065117	0.9989718028	0.9741211081	0.9865175313	0.9964649389
250	-0.3738083831	0.9101016327	0.7952918982	0.992061037	0.9989689699	0.9741473262	0.9865160552	0.9964601658
251	-0.3733455582	0.9101853703	0.7949016717	0.9920646597	0.998968427	0.9742465665	0.9865498737	0.9964727334
252	-0.3726549082	0.9103693356	0.7955998603	0.9920623391	0.9989689298	0.9743116834	0.9865752275	0.9964866962
253	-0.3721777642	0.9103954853	0.7957551484	0.99205513	0.9989693924	0.9742366633	0.9865880659	0.9965098343
254	-0.3718698744	0.9104042931	0.7957696723	0.9920720294	0.9989795367	0.9742620997	0.9866609038	0.9965122119
255	-0.3715433767	0.9105104273	0.7954405867	0.9920764507	0.9989747082	0.9742639835	0.9866622726	0.9965144425
256	-0.3709831835	0.9107162969	0.7955281052	0.9920507886	0.9989736362	0.9745189355	0.9866472691	0.9965432174
257	-0.3706272829	0.910773231	0.7959029645	0.9920533384	0.9989744132	0.9745171837	0.9866368431	0.996544442
258	-0.3701857482	0.9108203181	0.7957297934	0.992050703	0.9989777828	0.9746042546	0.9866253553	0.9965565316
259	-0.3697689975	0.9109490959	0.7960641615	0.9920485585	0.9989787003	0.9745741311	0.9866448104	0.9965600826
260	-0.369218371	0.910873217	0.7961804438	0.9920451554	0.9989787235	0.9746157089	0.9866404755	0.9965877783
261	-0.3689675462	0.910931307	0.7963041251	0.9920460904	0.9989792208	0.9746333525	0.9866375358	0.9965905344
262	-0.3685096054	0.9109168137	0.7965699908	0.9920646959	0.9989793127	0.9748332786	0.9866904635	0.9966026983
263	-0.3679924348	0.9109724525	0.7966940737	0.9920508906	0.9989827086	0.9748811273	0.9866713762	0.9966203714
264	-0.3672850504	0.9110786494	0.7972715181	0.9920683801	0.9989819363	0.9752757814	0.9867948649	0.996641271
265	-0.3670686368	0.9110528376	0.7973411699	0.9920823049	0.9990032483	0.9753236648	0.9867845475	0.9966491901
266	-0.3668856853	0.9109583104	0.7966780251	0.9920845834	0.998999111	0.9753048466	0.9867910244	0.9966497353
267	-0.3661742739	0.9111362433	0.796918297	0.9920902848	0.9989989017	0.9756941203	0.9868452539	0.9966769137
268	-0.3657047184	0.9111644474	0.7969230045	0.9920892228	0.9990006209	0.9757313815	0.9868644385	0.9967018709
269	-0.3654064989	0.9112175012	0.7963288068	0.9920741035	0.9990019014	0.975795213	0.9868216832	0.9967016841
270	-0.3649129656	0.9114352686	0.7970597339	0.9920770249	0.9990029239	0.9757649603	0.9868281716	0.9967140817
271	-0.3647434441	0.9114627081	0.796941344	0.9920608748	0.9990022204	0.9757234425	0.9868099311	0.9967282243
272	-0.3644563213	0.9114023859	0.7970342483	0.9920701036	0.9990062727	0.9756604529	0.9868367749	0.9967354403
273	-0.3639317135	0.9115782854	0.797113012	0.9920600232	0.9990015098	0.9758665257	0.9867983016	0.99675342
274	-0.3636141865	0.9113452539	0.7971745785	0.9920682452	0.9990016759	0.9759049415	0.9868117063	0.9967659761
275	-0.3629592387	0.9113858168	0.7969973369	0.9920649667	0.998997856	0.9762121936	0.9868349165	0.996780251
276	-0.3626717118	0.9113297193	0.7967112025	0.9920592228	0.9989963129	0.9761919217	0.9868401085	0.9967816992
277	-0.3624412781	0.9113553915	0.7967468943	0.9920579611	0.9989958071	0.9761352198	0.9868450731	0.9967811703
278	-0.3620240207	0.9114603684	0.7968621478	0.9920661506	0.9989921725	0.9761847145	0.9868654219	0.9967843832
279	-0.3618021651	0.9114021338	0.7968845233	0.9920994299	0.9990073748	0.9762602753	0.9868769377	0.9967847803
280	-0.3611677545	0.9115242482	0.7972081402	0.9921079329	0.9990047698	0.9765309838	0.986943477	0.9968066339
281	-0.3607052886	0.9115299423	0.7972585043	0.9921649429	0.9990130389	0.9765790534	0.9870715676	0.9968144776
282	-0.360440791	0.9115189572	0.7972609658	0.9922131277	0.9990201743	0.9766104334	0.9871423779	0.9968162621
283	-0.3597297412	0.9117659333	0.7977323692	0.9922234722	0.999020552	0.9766317163	0.9871581613	0.9968361627
284	-0.35914734	0.9119529801	0.7980344627	0.9922358935	0.9990225114	0.9767035093	0.9872063894	0.996868346
285	-0.358904454	0.9120364094	0.7974922484	0.9922395368	0.9990222967	0.9767112664	0.9872202994	0.9968719221
286	-0.3587334273	0.9120238705	0.796985202	0.9922442664	0.9990216309	0.9767245583	0.9872213753	0.9968688862
287	-0.3585261216	0.9121223549	0.7969348299	0.9922551976	0.9990190491	0.9767474198	0.9872433193	0.996865495
288	-0.3583250219	0.9122027088	0.7970467753	0.9922563421	0.9990185162	0.9767426044	0.9872569076	0.9968663689
289	-0.357924875	0.9122445129	0.7970148184	0.9922790973	0.9990188236	0.9767918204	0.9873181921	0.9968947927
290	-0.3576655834	0.9122274439	0.797102748	0.992307704	0.9990289092	0.9768130173	0.9873579081	0.9968990697
291	-0.3572693623	0.912315413	0.7965505624	0.9923093595	0.999026444	0.9769318931	0.9873521773	0.9969005532
292	-0.356981162	0.9124355138	0.7967133829	0.9923267994	0.9990340042	0.9769439233	0.9873441534	0.9969139825
293	-0.3567977729	0.9124681363	0.7964108648	0.9923281075	0.9990335948	0.9769426861	0.9873576919	0.9969137268
294	-0.3564835399	0.9125799323	0.7965711792	0.9923244601	0.9990331484	0.9769106438	0.9873344603	0.9969281249
295	-0.3562192153	0.9125345216	0.7963616459	0.9923171708	0.9990333801	0.976947948	0.9873198675	0.9969328272
296	-0.3560552412	0.9126284862	0.7955564138	0.9923171499	0.999033506	0.9769278317	0.9873249333	0.9969305197
297	-0.3554618354	0.9127485349	0.7960483941	0.9923095535	0.9990361597	0.9770811938	0.9873428265	0.9969336373
298	-0.3551101905	0.9128627824	0.796295834	0.992312099	0.9990385423	0.9770404336	0.9873644597	0.9969357879
299	-0.354813162	0.9128668259	0.7963312006	0.9923764771	0.9990431198	0.9770729467	0.9874316865	0.9969397207
300	-0.3544781208	0.9130017814	0.7963809222	0.9923896088	0.9990418015	0.9770754016	0.9874800398	0.996966454
301	-0.354202991	0.9130195807	0.7961314766	0.9923853002	0.9990457472	0.9772060183	0.987457292	0.9969673074
302	-0.3541213969	0.9129948043	0.7960318417	0.9923753104	0.9990451355	0.977254155	0.9874042803	0.9969684893
303	-0.3538974775	0.913102185	0.7954607678	0.9923777829	0.9990439655	0.9772585834	0.9874067701	0.9969737375
304	-0.3536776985	0.9130116239	0.7949069624	0.9923826161	0.9990435268	0.977309609	0.9874132199	0.9969762485
305	-0.3534124733	0.9130923148	0.7946028031	0.9923704227	0.9990427012	0.977296588	0.9873949406	0.9969752836
306	-0.3531452677	0.9129743635	0.7942385416	0.9923725988	0.9990416825	0.9773003274	0.9873921525	0.9969733515
307	-0.3528854511	0.9129861005	0.7945488949	0.9923854419	0.9990407133	0.9773125549	0.9874238362	0.9969768064
308	-0.3525268212	0.9131545847	0.7948229968	0.9923692171	0.9990410353	0.9773251072	0.9874128847	0.9969886117
309	-0.352130847	0.9131646741	0.7949371382	0.992381129	0.9990425614	0.9774501443	0.9874687507	0.9969992391
310	-0.3517224082	0.9131529488	0.7950900525	0.9923922664	0.9990440682	0.9776628845	0.9875014346	0.9970103311
311	-0.3515387245	0.9131248841	0.7950498052	0.9924262942	0.9990470084	0.9776888889	0.9875615885	0.9970073493
312	-0.3511740866	0.9132591657	0.7954145241	0.992410453	0.9990527088	0.977714238	0.9875087408	0.9970111805
313	-0.3509759497	0.9132005947	0.7952274256	0.9924025805	0.999052722	0.9776509699	0.987508071	0.9970043346
314	-0.3504899916	0.9131967505	0.795430136	0.9924218382	0.9990543716	0.9776794463	0.9875556549	0.9970240862
315	-0.3500885706	0.9133010965	0.7955312426	0.992440344	0.9990594705	0.9777364936	0.9876040961	0.9970348647
316	-0.3498671355	0.9132717339	0.7956483942	0.9924419456	0.9990574717	0.9777410152	0.9876085265	0.9970389439
317	-0.3497063421	0.913295617	0.7956276682	0.9924663015	0.9990637213	0.9777589209	0.9876555739	0.9970431698
318	-0.3494421003	0.9134362221	0.7957847093	0.9924624837	0.9990679566	0.9777523093	0.9876537159	0.9970576404
319	-0.3492790775	0.9134192255	0.7954431289	0.9924567652	0.9990660289	0.9777507875	0.9876443893	0.9970578821
320	-0.3489497316	0.9134646557	0.795530273	0.9924627581	0.9990679026	0.9778252224	0.9876608993	0.9970626479
321	-0.3485566145	0.9134715424	0.795402667	0.9924712068	0.9990637591	0.9779219364	0.9877134984	0.9970684899
322	-0.3481792176	0.9134066558	0.7949578733	0.9924633063	0.9990606614	0.9779553581	0.9877084411	0.9970764148
323	-0.3478061486	0.9133664278	0.7950326601	0.9925349448	0.9990647546	0.9779871305	0.9877954938	0.9970790085
324	-0.3474623642	0.9134262866	0.7951773401	0.9925287007	0.999063488	0.9780913514	0.9877923887	0.9970938996
325	-0.3469715248	0.9135040753	0.7955139832	0.9925210487	0.9990637004	0.9782759475	0.9878069041	0.9970963695
326	-0.3465117779	0.9135413125	0.7958395695	0.9925216562	0.9990667248	0.9783249244	0.9878048585	0.9971170673
327	-0.3462585909	0.9135350537	0.7958664634	0.992561831	0.9990755261	0.9783624575	0.9878383273	0.9971155577
328	-0.3459223858	0.9136488783	0.7961507935	0.9925623421	0.9990757006	0.9784504539	0.9878522637	0.9971230449
329	-0.3457097526	0.9135831278	0.7956428442	0.9925663879	0.9990760713	0.9784627041	0.9878558917	0.997120257
330	-0.3453950197	0.9136390331	0.7957055985	0.9925675582	0.9990761455	0.9785198759	0.9878607186	0.9971244169
331	-0.3449612444	0.9137021761	0.7959869509	0.9925763438	0.9990803013	0.9785622901	0.9878841536	0.9971340795
332	-0.3447114705	0.9136636299	0.7955523315	0.9925869741	0.9990805222	0.9785783688	0.9878889536	0.9971293457
333	-0.344489038	0.9136639087	0.7946792094	0.9925873347	0.9990806682	0.9785570152	0.9878894491	0.9971321515
334	-0.3443741729	0.9137246116	0.7942721101	0.9925821772	0.999080611	0.978547043	0.9878786585	0.9971244483
335	-0.3441808114	0.9137319749	0.7942775286	0.992612626	0.9990938153	0.9785578207	0.9879142101	0.9971220245
336	-0.3438165337	0.9137977346	0.7942173668	0.9926171985	0.9990939296	0.9786802359	0.98791635	0.9971333127
337	-0.3435163286	0.9138926308	0.7943446695	0.9926310635	0.9990951707	0.9786975598	0.9879401971	0.9971380541
338	-0.3432928186	0.9139151695	0.7944397538	0.9926330063	0.9990955259	0.9787363933	0.9879332422	0.9971392584
339	-0.3428126161	0.914043428	0.7945658086	0.9926431838	0.9990935774	0.9789109589	0.98794422	0.9971498117
340	-0.3424401642	0.9140812624	0.7945109474	0.9926463445	0.9990930468	0.9789971698	0.9879633385	0.9971566374
341	-0.3422201174	0.9142442548	0.7946409655	0.9926472711	0.9990922652	0.9789779719	0.9879579784	0.9971613693
342	-0.341825024	0.9143022415	0.7949151915	0.9926880872	0.999090831	0.9790481199	0.9880356112	0.997169549
343	-0.3412433494	0.9142301797	0.7952176732	0.9927074037	0.9990907615	0.9792842442	0.9881461109	0.9971823933
344	-0.3408786472	0.9141412374	0.7952125011	0.9927065779	0.9991026081	0.9792949974	0.9881256996	0.9971852219
345	-0.3406197976	0.9141057117	0.7956050421	0.992713511	0.999103565	0.9792576061	0.988158951	0.9971840045
346	-0.3403977411	0.9139784581	0.7959418624	0.9927067673	0.9990992408	0.9791865871	0.9881565926	0.9971818292
347	-0.3401569869	0.9140095517	0.7959666888	0.9927074548	0.9990986762	0.979231783	0.9881634439	0.9971866664
348	-0.3398424258	0.9140715015	0.7961684133	0.9927376087	0.9991051984	0.9792800917	0.9882244736	0.9971795325
349	-0.3395350935	0.9141673666	0.7963633602	0.9927422548	0.9991048037	0.9793067983	0.988226677	0.9971966191
350	-0.3393843456	0.9141601478	0.7964520737	0.9927722067	0.9991114997	0.9793732823	0.9882074025	0.9972013836
351	-0.3390507991	0.9142800405	0.7965130926	0.9927771544	0.9991130026	0.9794634947	0.9882616307	0.9972048709
352	-0.3388195712	0.9144428425	0.7966980978	0.9927627817	0.9991136189	0.9795806805	0.9882101293	0.9972091645
353	-0.3385468508	0.9143852884	0.7965622704	0.9927609587	0.9991139039	0.9795520286	0.9882076479	0.9972224837
354	-0.3381751823	0.9144370713	0.7967678494	0.9927672294	0.9991162425	0.9796248649	0.9882346272	0.9972380365
355	-0.337598451	0.9145028972	0.7969475891	0.9927878052	0.9991156517	0.9799003397	0.9883377905	0.9972486431
356	-0.3373667252	0.9145618979	0.7969377629	0.9927906682	0.9991164147	0.9799258099	0.9883396355	0.9972490186
357	-0.3368990861	0.9145736353	0.7968667034	0.9927897571	0.9991143241	0.9800351621	0.988336161	0.9972756475
358	-0.3365470531	0.9146332577	0.7969886501	0.9927990104	0.9991154316	0.9800207798	0.9883582522	0.9972925969
359	-0.3363153186	0.9147302912	0.7969801166	0.9928011097	0.9991151018	0.9800997397	0.9883505963	0.9973007211
360	-0.3362223533	0.9147105859	0.7969775443	0.9928035169	0.9991166333	0.9801270655	0.9883549684	0.9973064575
361	-0.3358517042	0.9148011577	0.7971757331	0.9928136173	0.9991161359	0.9801559919	0.9883596803	0.9973170403
362	-0.3353715675	0.9147657188	0.797192446	0.9928382782	0.9991235571	0.9804729067	0.9884040055	0.9973268316
363	-0.3351351406	0.9147759876	0.7972048115	0.9928516058	0.9991309775	0.9804796298	0.988444743	0.9973278252
364	-0.3349144076	0.9148410579	0.7973002935	0.9928595366	0.9991466207	0.9805888934	0.9884673246	0.9973348011
365	-0.3345730006	0.9147736254	0.7972639657	0.9928690185	0.9991463504	0.9806851453	0.9885098782	0.997336495
366	-0.3342893772	0.9149284364	0.7969402839	0.9928636643	0.9991453487	0.9806849804	0.9885037156	0.9973389426
367	-0.3340762341	0.9149008524	0.7967723404	0.9928729871	0.9991459789	0.9807251265	0.9885080203	0.9973402965
368	-0.3338483095	0.9149879973	0.7967296931	0.9928734872	0.9991448166	0.9807247854	0.988508526	0.9973503596
369	-0.33342815	0.9149212045	0.7965737913	0.9928803396	0.9991441756	0.9807781283	0.9885413966	0.9973530419
370	-0.3332767062	0.9149142682	0.7964997714	0.9928761902	0.9991484009	0.9807963201	0.9885309844	0.997360242
371	-0.3329775383	0.9150987143	0.7963958422	0.9928832641	0.9991445663	0.9808387429	0.9885328888	0.9973610478
372	-0.3327925281	0.9151057353	0.7963181202	0.9928661486	0.9991433901	0.9808482141	0.9884923248	0.9973619086
373	-0.3323815479	0.9151197342	0.7963736364	0.9929175272	0.9991456939	0.9808520433	0.9886216534	0.9973645764
374	-0.3321303762	0.9150934128	0.7961462932	0.9929134646	0.999145965	0.9809262469	0.9885845801	0.9973651336
375	-0.3319174168	0.9151280953	0.7962247446	0.9929086644	0.9991449865	0.9808479459	0.9885513369	0.9973827141
376	-0.3316898113	0.9152122783	0.7960903278	0.9929083791	0.9991450707	0.9808521925	0.9885590928	0.9973814733
377	-0.3314603247	0.9152258807	0.7961958424	0.9929162423	0.9991459357	0.9808499069	0.9885708162	0.9973886883
378	-0.3311547364	0.9153409889	0.7966202498	0.9929155474	0.9991548783	0.9808912138	0.9885822634	0.9973944977
379	-0.3307943386	0.9153330341	0.7965957933	0.9929605931	0.9991583769	0.9809063423	0.9886446289	0.9973925617
380	-0.3304960763	0.9152710783	0.7966774472	0.9929585334	0.9991593492	0.9809472637	0.9886658866	0.997407959
381	-0.3302133662	0.9153895902	0.7967576387	0.9929591151	0.9991569149	0.9809553471	0.9886752481	0.9974185597
382	-0.3298673843	0.9154430406	0.79708186	0.9929515542	0.9991557487	0.9809714076	0.9886833095	0.9974324987
383	-0.3296020504	0.9154784523	0.7971428604	0.9930102619	0.999165893	0.9810193994	0.9887400778	0.997425353
384	-0.3292943311	0.915477299	0.7972684317	0.993038218	0.9991652265	0.9811040675	0.9887737235	0.997430473
385	-0.3290469005	0.9153983842	0.7969865575	0.99303514	0.9991649987	0.9811245002	0.9887671236	0.9974320277
386	-0.3288011857	0.9153312993	0.797105384	0.9930378557	0.9991652458	0.9810942582	0.9887767551	0.997431718
387	-0.3285565691	0.9152863806	0.7969461058	0.9930411178	0.9991639452	0.9810861745	0.9887805992	0.9974348642
388	-0.3280150901	0.9153619146	0.7973827074	0.9930574031	0.999162291	0.9812130425	0.9888183699	0.9974532794
389	-0.3277591078	0.9154361638	0.7974858316	0.9930587049	0.9991614252	0.9812293124	0.9888179807	0.9974711844
390	-0.327590979	0.9154406164	0.7974977993	0.9930742155	0.9991699461	0.981241574	0.9888435472	0.997470282
391	-0.3274245513	0.9153704674	0.7975129902	0.9930811971	0.9991694766	0.9812346836	0.9888498674	0.9974767485
392	-0.327212169	0.9153005987	0.7973397584	0.9930923606	0.9991707856	0.9812782825	0.988883227	0.9975059758
393	-0.3269187872	0.9151336177	0.7975998278	0.9930806601	0.9991717757	0.9813387236	0.9888731552	0.9975097152
394	-0.3266817929	0.9151769979	0.7977313536	0.9930937847	0.9991759733	0.9813753604	0.9888931333	0.9975087674
395	-0.3265500886	0.9151648968	0.7972717671	0.9930871018	0.9991754435	0.9813902334	0.9888794069	0.9975140654
396	-0.3262300692	0.9152635501	0.7976094507	0.9930898598	0.9991749067	0.9813648288	0.9888778464	0.9975331152
397	-0.3259712136	0.9152866282	0.7977888978	0.9931040756	0.9991791228	0.9814115928	0.9889283623	0.9975400572
398	-0.3257809019	0.9152112949	0.7977144157	0.9931010831	0.9991792293	0.9813957637	0.9889182963	0.997543018
399	-0.3256190747	0.9151636127	0.7975517472	0.9931067928	0.9991782779	0.9814400051	0.9889283229	0.9975445787
400	-0.3254217445	0.9152021499	0.7973006996	0.9931061235	0.9991772584	0.981442134	0.9889193339	0.997551396
401	-0.3252353724	0.9152715906	0.7973017695	0.9931050104	0.999177402	0.9814311859	0.9889215157	0.9975552188
402	-0.3250033113	0.9154240722	0.797541691	0.9931160966	0.9991786161	0.9814640905	0.9889547846	0.997555108
403	-0.3246323162	0.9154232891	0.7974978201	0.9931157722	0.9991797252	0.9815955257	0.9889640445	0.9975613456
404	-0.3244671072	0.9154289628	0.7974776205	0.993119853	0.9991837551	0.9816182709	0.9889851609	0.997563073
405	-0.3241923003	0.9154620876	0.797581683	0.9931274827	0.9991884624	0.9817195639	0.9890005831	0.9975539002
406	-0.3239524701	0.9155229778	0.7978595569	0.9931434624	0.9991897243	0.9817554122	0.9890183225	0.9975610847
407	-0.3238178043	0.9154914679	0.7974393535	0.9931400786	0.9991890555	0.9817082784	0.989013117	0.9975601334
408	-0.3235237295	0.915597913	0.7976104223	0.993156314	0.9991899228	0.9817468251	0.9890476034	0.9975707181
409	-0.323348979	0.9155797629	0.7978151763	0.9931546087	0.9991897158	0.981715046	0.9890553661	0.9975751147
410	-0.3231659654	0.9156226554	0.7979931639	0.9931557622	0.9991894308	0.9816634116	0.9890581654	0.9975711452
411	-0.3228405721	0.9158704227	0.7982677458	0.9931580077	0.9991890709	0.9817318569	0.989064213	0.9975779469
412	-0.3226235686	0.9158006989	0.7981977954	0.9931664445	0.9991897375	0.9817366046	0.9890951215	0.9975867732
413	-0.3223711304	0.9156975594	0.7981697667	0.993174869	0.9991919077	0.9817209738	0.9891258891	0.9975945028
414	-0.3221693684	0.9156702998	0.7982351134	0.9931765966	0.999191174	0.9817370913	0.9891702734	0.9975958106
415	-0.3218302131	0.9157338139	0.7983539174	0.9931717072	0.9991913941	0.9817398883	0.9891646964	0.9976112142
416	-0.3215971646	0.9158485924	0.7984380874	0.9931699221	0.9991905237	0.9818408623	0.9891538446	0.9976216841
417	-0.3214048632	0.9158453109	0.7984925158	0.9931746384	0.9991917238	0.9818431464	0.9891564648	0.9976213807
418	-0.321177153	0.915955675	0.7985842314	0.9931542456	0.9991913917	0.9818639845	0.9891416238	0.9976267407
419	-0.3208034165	0.9160429979	0.7986286511	0.9931504367	0.9991916281	0.9819128022	0.9891298502	0.9976340395
420	-0.3204755131	0.9159840957	0.7987598586	0.9931480147	0.9991925355	0.981948263	0.9891310565	0.9976420123
421	-0.3201334595	0.9160725342	0.7989993186	0.9931486671	0.9991961538	0.9821099188	0.9891125033	0.9976354769
422	-0.3199318148	0.9161468736	0.7988294684	0.9931500586	0.9991956526	0.982104366	0.9891177237	0.9976331269
423	-0.319703578	0.9161329441	0.7988660693	0.9931438056	0.9992060425	0.9821552535	0.9891103947	0.997633714
424	-0.319439138	0.916045848	0.7986255159	0.9931273157	0.999205607	0.9822588827	0.9890758909	0.9976330956
425	-0.3191243579	0.9161856172	0.7985841586	0.9931393388	0.9992080892	0.9823883283	0.9890816165	0.9976470893
426	-0.3189733432	0.9162634609	0.7986515956	0.9931329729	0.9992086869	0.9824134333	0.9890709496	0.9976488972
427	-0.3188478132	0.9161667795	0.7983375781	0.9931348908	0.9992089526	0.98242738	0.9890742701	0.9976479397
428	-0.3187190879	0.9162902004	0.7979775955	0.9931364075	0.9992092214	0.9824181874	0.9890761528	0.9976498129
429	-0.3185427253	0.9162636701	0.7980339133	0.9931828387	0.9992173871	0.9824274197	0.9891096581	0.997647424
430	-0.3183526968	0.9161225425	0.7979818416	0.993184029	0.999216977	0.9824395994	0.9891154871	0.9976564522
431	-0.3180950316	0.9161226402	0.7981160174	0.9931811538	0.9992171963	0.982393253	0.9891175408	0.9976640597
432	-0.3179243446	0.9161631301	0.798279642	0.9931808173	0.9992197921	0.982442965	0.9891127367	0.9976639561
433	-0.3175961017	0.9160511384	0.7984021344	0.9932060361	0.999228608	0.9826462043	0.9891472955	0.9976746925
434	-0.3173387544	0.916084128	0.7981521513	0.9931955968	0.9992279431	0.9827375642	0.9891133209	0.9976779807
435	-0.3170479692	0.9161600373	0.7982623777	0.9931961425	0.9992275685	0.9827446018	0.989113327	0.997684389
436	-0.3168701279	0.916245443	0.7981302371	0.9932006731	0.9992318185	0.9827905578	0.9890990021	0.9976870267
437	-0.3165014706	0.9163179139	0.7981813843	0.9932024997	0.9992307558	0.9828853774	0.9890712865	0.9977067355
438	-0.3162981153	0.9163162761	0.7982706615	0.993204209	0.999231091	0.9828388672	0.9890767249	0.997710292
439	-0.3160822108	0.9163372087	0.7983323455	0.9932310913	0.999232441	0.9828631579	0.9891392308	0.9977120728
440	-0.3159153562	0.9163412023	0.7982670667	0.9932471866	0.9992354067	0.982898016	0.9891973701	0.9977133593
441	-0.3158200161	0.9163583196	0.7981603053	0.9932427837	0.9992340374	0.982890838	0.9891998171	0.9977151506
442	-0.3156435576	0.9162968832	0.7979335254	0.9932447988	0.9992345286	0.9828934358	0.9892009984	0.9977148001
443	-0.3154414919	0.9163234882	0.7977960155	0.9932423799	0.9992347943	0.9829121507	0.9892033983	0.9977285365
444	-0.3152523594	0.9163868312	0.7977221146	0.993239279	0.9992340945	0.9829193825	0.9892007446	0.9977389099
445	-0.3150201514	0.9164330858	0.7978144735	0.9932388914	0.9992355357	0.9829635278	0.9892024317	0.9977426538
446	-0.3146256501	0.9164860554	0.7981483418	0.9932402968	0.9992360107	0.9830505442	0.9892126908	0.9977511305
447	-0.3144437197	0.9164579984	0.7980978338	0.99325605	0.9992424502	0.9830683398	0.9892486776	0.9977503629
448	-0.3142751457	0.9164132415	0.7978504997	0.9932573434	0.9992423521	0.9831021364	0.9892585482	0.9977500934
449	-0.3140619611	0.9163877241	0.7980939699	0.9932681608	0.9992429368	0.9831049524	0.9892802017	0.9977547828
450	-0.3138886694	0.9164074982	0.7981910653	0.9932660945	0.9992426549	0.9830899034	0.9892733831	0.9977549983
451	-0.3137938339	0.9163866174	0.7979900511	0.9932673906	0.9992417767	0.9831051625	0.9892780399	0.9977629866
452	-0.3135912024	0.9163831434	0.7977349575	0.9932609405	0.999241189	0.98311857	0.9892713641	0.9977611445
453	-0.3133347937	0.9164379371	0.7977912248	0.9932940967	0.9992470532	0.9831841861	0.9893168381	0.9977644479
454	-0.3130299029	0.9164337859	0.7979014319	0.9933598455	0.9992485816	0.9832633639	0.9894199731	0.9977636784
455	-0.3127259627	0.9164285174	0.7981333656	0.9933634233	0.9992484217	0.9833566778	0.9894311893	0.9977663051
456	-0.3125259989	0.9165025119	0.7981736874	0.9933608963	0.9992478464	0.9833771943	0.9894197572	0.9977671215
457	-0.3123399152	0.91649476	0.7981950312	0.9933735924	0.9992498142	0.983415029	0.9894189343	0.9977669356
458	-0.3122423895	0.9165383419	0.798041568	0.9933731484	0.999249418	0.9834185847	0.9894199794	0.9977658066
459	-0.3119068931	0.9165359388	0.7981430248	0.9933949916	0.9992504004	0.983472987	0.9894943985	0.9977631114
460	-0.3117195771	0.9166013399	0.7979466357	0.9933958965	0.9992506306	0.9835422751	0.9894959044	0.9977697533
461	-0.3115823449	0.9166379248	0.797891666	0.9933968243	0.999250015	0.9835183446	0.9894906997	0.9977709587
462	-0.3114475212	0.9165984754	0.7977138366	0.9933933335	0.9992501695	0.9835270062	0.989479895	0.9977693849
463	-0.3113228698	0.9166321501	0.7977788774	0.9933921736	0.9992551216	0.9835448799	0.9894677456	0.9977712938
464	-0.311255384	0.9166324883	0.7978066753	0.993390857	0.9992551594	0.9835477441	0.98948481	0.997775539
465	-0.3111328566	0.9166558844	0.7979156343	0.9934127026	0.9992564646	0.9835520633	0.9895079738	0.997778162
466	-0.3109519581	0.9166393456	0.7976500971	0.9934171822	0.9992549316	0.9835689882	0.9895118598	0.9977809659
467	-0.3106480046	0.9167310714	0.7978446258	0.9934192302	0.9992523188	0.9835821788	0.9895099076	0.9977894219
468	-0.3105458088	0.916791023	0.7979699777	0.9934180983	0.9992522316	0.9835960256	0.9895084957	0.9977874489
469	-0.3101468045	0.9168102089	0.798093766	0.9934005518	0.9992511295	0.9836800802	0.9894850002	0.9977987217
470	-0.3099819538	0.9168119287	0.7981956431	0.9933939917	0.999259801	0.9837263166	0.9894813721	0.9977988575
471	-0.309642672	0.9168945653	0.7982861812	0.9934127098	0.9992578455	0.9838821873	0.9895390816	0.9978057452
472	-0.3094713111	0.9168508912	0.7980456595	0.9934092941	0.9992570578	0.9839289525	0.9895264731	0.9978050192
473	-0.3093696632	0.9168720244	0.7978871283	0.9934107239	0.9992563187	0.983914317	0.989527396	0.9978058756
474	-0.3091081046	0.91691017	0.7980721104	0.9934044473	0.9992573211	0.9839263204	0.9895182783	0.9978106081
475	-0.3089414548	0.9168283257	0.7981490842	0.993412382	0.9992573744	0.9839335935	0.9895227506	0.9978143062
